marker;r2_null;r2_full;r2_delta;lrt_stat;lrt_df;lrt_pvalue;beta_marker;beta_marker_se;beta_marker_pvalue;r2_delta_ci_low;r2_delta_ci_high;n_bootstrap
ctx_lh_caudalanteriorcingulate;0.23935545664731914;0.4467457223713895;0.20739026572407035;14.335435897377465;1;0.00015295837948925593;-0.03138949964006318;0.0076317386406440256;3.90515213412409e-05;0.006818188165073234;0.4151946643803125;500
ctx_lh_cuneus;0.23935545664731914;0.6328866765127852;0.393531219865466;38.2166322938121;1;6.331047724842643e-10;-0.06476537077421389;0.008750116292088097;1.3449423224966035e-13;0.291985437343262;0.684991203012826;500
ctx_lh_caudalmiddlefrontal;0.23935545664731914;0.483381404986817;0.24402594833949784;18.067100529618642;1;2.132545984420698e-05;-0.0340027144291829;0.007262059058041031;2.837548759734057e-06;0.08623668434377797;0.5008186059841536;500
ctx_lh_entorhinal;0.23935545664731914;0.2485346328995102;0.009179176252191057;0.5615096767718342;1;0.45365260963467124;-0.009550753133708966;0.012785383846067158;0.4550601898429032;-0.006014002089865521;0.11878718258470596;500
ctx_lh_fusiform;0.23935545664731914;0.676336380264342;0.4369809236170228;44.183533609990945;1;2.9898577383956406e-11;-0.06879909359005845;0.008234897713021348;6.56671582569209e-17;0.28379871782803784;0.6757394630521019;500
ctx_lh_frontalpole;0.23935545664731914;0.3349439264477836;0.09558846980046445;8.570005868777514;1;0.0034174605435846445;-0.032290399656459204;0.010567276153265184;0.002245376438663943;-0.0007842329015958063;0.2693960917087548;500
ctx_lh_inferiorparietal;0.23935545664731914;0.5454516563450862;0.306096199697767;25.273176519436618;1;4.975805500313113e-07;-0.04621316144650337;0.008060722108521358;9.85944600453696e-09;0.15643680944914679;0.5665635249185995;500
ctx_lh_insula;0.23935545664731914;0.5731523880479126;0.3337969314005934;27.888410339227278;1;1.285172609884918e-07;-0.07222243686876557;0.011752533131664458;7.982985082079359e-10;0.159164051560468;0.5896106488240316;500
ctx_lh_inferiortemporal;0.23935545664731914;0.4200618703555149;0.18070641370819576;11.563415447884097;1;0.0006726218612394067;-0.03497898745232887;0.009427523091539427;0.00020700957677197108;-0.03097136237707018;0.3913457619102294;500
ctx_lh_lateraloccipital;0.23935545664731914;0.6482283536627383;0.4088728970154192;42.74237753455412;1;6.244473588519958e-11;-0.0717470291957642;0.009197138846990584;6.141062472157409e-15;0.32128999392738755;0.6593486831602393;500
ctx_lh_isthmuscingulate;0.23935545664731914;0.7060422687994821;0.4666868121521629;52.417413122716596;1;4.487274398219692e-13;-0.07457361119017356;0.0087638693869606;1.751213499252512e-17;0.35849612586684554;0.6978273061679425;500
ctx_lh_lingual;0.23935545664731914;0.8009797234671843;0.5616242668198651;74.19287953374408;1;7.08453787420049e-18;-0.07830397010928421;0.00636391195211058;8.579615661670599e-35;0.510516158109359;0.8036143643750322;500
ctx_lh_lateralorbitofrontal;0.23935545664731914;0.5171394635448139;0.2777840068974947;21.722375463087815;1;3.1509454717543456e-06;-0.040249923458266376;0.007747566451894853;2.0453303969952793e-07;0.1437489392507044;0.532635498307764;500
ctx_lh_medialorbitofrontal;0.23935545664731914;0.4715487313443914;0.23219327469707227;17.26982233061102;1;3.242965597809915e-05;-0.038036024415212796;0.008328659224868645;4.950266751322266e-06;0.06538994481276811;0.4534532796315693;500
ctx_lh_middletemporal;0.23935545664731914;0.4566058366543217;0.21725038000700256;15.973167060643902;1;6.42466777924255e-05;-0.04041750701494471;0.009240393051080367;1.2198869563703013e-05;0.0237392436052989;0.4513312803762035;500
ctx_lh_parahippocampal;0.23935545664731914;0.5907715482441804;0.35141609159686127;32.08601815668965;1;1.4749501287826642e-08;-0.09498266395132163;0.014260532757164641;2.728473714314741e-11;0.09774147893266562;0.5650715313131819;500
ctx_lh_paracentral;0.23935545664731914;0.612061740846695;0.3727062841993758;31.173657660996525;1;2.3594623189853402e-08;-0.05502518182468608;0.008061229038636675;8.737287125141957e-12;0.06192176843417712;0.5946163079885974;500
ctx_lh_parsopercularis;0.23935545664731914;0.40677605636485015;0.167420599717531;10.537297260384491;1;0.0011698937548785028;-0.039416779009785866;0.011246537086508756;0.00045696326167430533;-0.05014411006045655;0.41901643058162574;500
ctx_lh_parsorbitalis;0.23935545664731914;0.3647563352313633;0.12540087858404417;7.0513259414819345;1;0.007920659873599469;-0.03237243681046824;0.011429751882327468;0.004621509220596756;-0.04362049358481237;0.31073941144310235;500
ctx_lh_pericalcarine;0.23935545664731914;0.6789820785781218;0.4396266219308026;45.13045484599513;1;1.843363039770435e-11;-0.06901515111938641;0.008227918959295272;4.948058882125671e-17;0.2866384012410847;0.6817109203566187;500
ctx_lh_parstriangularis;0.23935545664731914;0.4578507575784582;0.21849530093113909;15.529895475595765;1;8.121070966016575e-05;-0.035283767189681264;0.008226565639213;1.7947670527048757e-05;0.009035702014525127;0.46913317348045613;500
ctx_lh_postcentral;0.23935545664731914;0.5978263090640682;0.35847085241674903;31.868833943977734;1;1.6494254730655613e-08;-0.07999579970766717;0.011950476643971608;2.1723727725982173e-11;0.09294860183456488;0.5900963663764273;500
ctx_lh_posteriorcingulate;0.23935545664731914;0.5802942855278049;0.34093882888048577;26.64071508627802;1;2.450254493134005e-07;-0.04882493493157736;0.00779817081873975;3.8233176654652677e-10;0.0346193843239747;0.5871832936714557;500
ctx_lh_precuneus;0.23935545664731914;0.6159171792647141;0.37656172261739496;33.78146428199426;1;6.166359723053985e-09;-0.05291710994433851;0.007636211202059331;4.215555675421983e-12;0.2479937505000575;0.6264998189144806;500
ctx_lh_precentral;0.23935545664731914;0.5670955850293727;0.3277401283820536;26.431085151226114;1;2.7310974701188014e-07;-0.060994447151467866;0.010097147269142667;1.533896353746908e-09;0.030933400418172077;0.5578839523621772;500
ctx_lh_rostralanteriorcingulate;0.23935545664731914;0.4856458764603393;0.24629041981302016;18.97052278533465;1;1.3275359918173318e-05;-0.03537324500832532;0.0074933790899759396;2.3515001553379125e-06;0.14189926432217057;0.48741549462791434;500
ctx_lh_rostralmiddlefrontal;0.23935545664731914;0.4401496177270938;0.20079416107977469;14.045187263787625;1;0.00017846997953644593;-0.03021499884978882;0.007489623999457246;5.47774967730273e-05;0.04787032253942268;0.4510999923067745;500
ctx_lh_superiorparietal;0.23935545664731914;0.557877400358607;0.31852194371128784;26.70261049697848;1;2.3730070370855529e-07;-0.05468916065232334;0.009224638740598234;3.0553489927357275e-09;0.1643561820417455;0.5667027322405639;500
ctx_lh_superiorfrontal;0.23935545664731914;0.4478246169648127;0.20846916031749355;14.52230836217143;1;0.0001385095869656217;-0.03298873932140166;0.00794595023759781;3.300986047457247e-05;-0.008661124623016674;0.44834632564568583;500
ctx_lh_superiortemporal;0.23935545664731914;0.5973706375965936;0.3580151809492744;31.664294208938713;1;1.832607396029042e-08;-0.07334361837291556;0.010979611905597549;2.3897034086859674e-11;0.20507603345001246;0.5909479453092681;500
ctx_lh_supramarginal;0.23935545664731914;0.5293732958495028;0.2900178392021836;22.083833176953533;1;2.6099861749026144e-06;-0.045153357789391696;0.008397135413338011;7.563905475443699e-08;0.013630032311948278;0.5407220374966939;500
ctx_lh_transversetemporal;0.23935545664731914;0.6809839717522669;0.4416285151049477;49.59922282720021;1;1.8858839740172936e-12;-0.07878408020196809;0.008884493263297405;7.474319519138443e-19;0.26856002022109776;0.6621695467955401;500
ctx_rh_bankssts;0.23935545664731914;0.5722432929710397;0.33288783632372054;26.882519149908262;1;2.1620561287598087e-07;-0.04649944594855899;0.007589889336661243;8.983402994534784e-10;0.10422749934823212;0.5975280138833202;500
ctx_lh_temporalpole;0.23935545664731914;0.24338859659410547;0.004033139946786335;0.41351705244977666;1;0.5201897647856843;0.006542961590365249;0.010142065690606845;0.51884225721099;-0.004005834074735099;0.08672674037010686;500
ctx_rh_caudalanteriorcingulate;0.23935545664731914;0.48509579636201466;0.24574033971469553;18.545649470938713;1;1.6588340711468876e-05;-0.03634380881004697;0.007707446877521289;2.412188583379448e-06;0.0810958692314689;0.4964792234414556;500
ctx_rh_cuneus;0.23935545664731914;0.6169965377994384;0.37764108115211925;36.45844491630464;1;1.5595595874350854e-09;-0.06750548508473823;0.009372622300094958;5.915672551578233e-13;0.22099479324243218;0.6806004872733279;500
ctx_rh_caudalmiddlefrontal;0.23935545664731914;0.43449244352244765;0.1951369868751285;12.73326632413324;1;0.0003592086466961159;-0.02939363084945271;0.007523344582629715;9.345308146223831e-05;0.009292303858171399;0.42588685185801345;500
ctx_rh_entorhinal;0.23935545664731914;0.26712006183261416;0.027764605185295027;1.8774607685456317;1;0.17062302881221075;-0.0187376833494088;0.013530302338812947;0.16609281964130718;-0.013790042276414513;0.15957568990890955;500
ctx_rh_frontalpole;0.23935545664731914;0.3191801436220312;0.07982468697471204;5.898646573750511;1;0.015152523947621021;-0.029441770314070016;0.011816794770478789;0.012719811447006;-0.007691452951741582;0.24424955099108708;500
ctx_rh_fusiform;0.23935545664731914;0.6072009872322097;0.36784553058489056;35.1497500419278;1;3.0530059222175637e-09;-0.0582000596473713;0.008263032736398517;1.875696317977576e-12;0.22337416865775273;0.6111546047206532;500
ctx_rh_inferiorparietal;0.23935545664731914;0.5566092308557451;0.31725377420842593;27.900471764917654;1;1.2771862353170605e-07;-0.045763478777983764;0.00768104194067373;2.5537790992754344e-09;0.19625704944834388;0.5864371841152959;500
ctx_rh_inferiortemporal;0.23935545664731914;0.41490990508151104;0.1755544484341919;12.821111537681873;1;0.0003427300508576915;-0.03613972147009621;0.00939742172362533;0.00012020580633169256;-0.0037730559755556736;0.40155656228137265;500
ctx_rh_insula;0.23935545664731914;0.4943119245733494;0.2549564679260302;19.195446619242205;1;1.179945076624094e-05;-0.060146604300268525;0.012263752837644663;9.370342707293566e-07;0.04093041131180849;0.5072448254942808;500
ctx_rh_lateraloccipital;0.23935545664731914;0.6323086500852664;0.3929531934379472;40.482270369562684;1;1.984082710034633e-10;-0.06746584742531085;0.008931233256209677;4.2234024749119925e-14;0.3189694201292115;0.6635786926451491;500
ctx_rh_isthmuscingulate;0.23935545664731914;0.6832959732286821;0.4439405165813629;48.11396590995048;1;4.021518915947898e-12;-0.06575716141418775;0.008158818905970514;7.651806437110372e-16;0.3250482323859609;0.682006507354593;500
ctx_rh_lateralorbitofrontal;0.23935545664731914;0.4985961085027794;0.2592406518554603;20.105539578697346;1;7.328410772666181e-06;-0.03875539205847633;0.007831772010682825;7.479405255034548e-07;0.1461721052447321;0.49478560153457857;500
ctx_rh_lingual;0.23935545664731914;0.7965117722864705;0.5571563156391514;72.3673466702441;1;1.786455700686388e-17;-0.0767583697727241;0.00647181564297722;1.9004828093410497e-32;0.4926790364108138;0.7856597239496861;500
ctx_rh_medialorbitofrontal;0.23935545664731914;0.47213043367665763;0.2327749770293385;17.43404437204498;1;2.9745050953479375e-05;-0.042868229801751416;0.009315433422753275;4.187542065970736e-06;0.01226413391293989;0.4519031909202598;500
ctx_rh_middletemporal;0.23935545664731914;0.4689087870663339;0.22955333041901474;17.59726810459739;1;2.729802149957468e-05;-0.040464131047765105;0.008768663803363014;3.93797955188166e-06;-0.0022178086411910633;0.48622914597402506;500
ctx_rh_parahippocampal;0.23935545664731914;0.5285720402305731;0.28921658358325397;24.954779288489135;1;5.869085878326955e-07;-0.08192373436236089;0.014469542417077987;1.4978857579419467e-08;-0.0070804414812382106;0.5548002125338817;500
ctx_rh_paracentral;0.23935545664731914;0.6431548455741338;0.40379938892681466;35.98779118965592;1;1.985577371566099e-09;-0.0562018825227035;0.007983656944724107;1.9276976090751465e-12;0.1476955270544139;0.645930299878803;500
ctx_rh_parsopercularis;0.23935545664731914;0.44137795346371217;0.20202249681639303;13.999015572452777;1;0.00018290637067422722;-0.04169577067386849;0.010213708798259918;4.4585657637749366e-05;-0.0032505846479496357;0.4475181428199051;500
ctx_rh_parsorbitalis;0.23935545664731914;0.3505336911628462;0.11117823451552708;6.882633428892632;1;0.00870372309177326;-0.03000025198979157;0.010979211171302947;0.0062863362762872734;-0.0074574942553839434;0.3166478182801992;500
ctx_rh_parstriangularis;0.23935545664731914;0.43509562868009155;0.1957401720327724;13.47778757310465;1;0.0002414042787615572;-0.031876191585171264;0.008039458202202754;7.340590585431393e-05;-0.003917262270237909;0.42753048469275734;500
ctx_rh_pericalcarine;0.23935545664731914;0.7272067308938225;0.4878512742465033;60.43683165501557;1;7.597794335591485e-15;-0.08093975099162876;0.008072245700720635;1.1608276083641303e-23;0.4257770849562651;0.7585370601585302;500
ctx_rh_postcentral;0.23935545664731914;0.6200932963798423;0.3807378397325232;35.791986353444145;1;2.195490981487158e-09;-0.07703328645093162;0.010746471559499919;7.596808496659986e-13;0.13668372766142747;0.6338404603673439;500
ctx_rh_precentral;0.23935545664731914;0.5755762693205272;0.336220812673208;26.97763746755686;1;2.058229834686254e-07;-0.059462988160192104;0.009637917870505929;6.84229928862915e-10;0.022710539252558223;0.5764916965420357;500
ctx_rh_posteriorcingulate;0.23935545664731914;0.5819335134543179;0.3425780568069987;26.866062797267773;1;2.1805444861390734e-07;-0.049755296097723695;0.007827671630989623;2.0662537066874967e-10;0.015122455221678568;0.5991659532642917;500
ctx_rh_precuneus;0.23935545664731914;0.6035387553912114;0.3641832987438922;33.51336768749394;1;7.077588133798322e-09;-0.051883679972063244;0.0076904683750999405;1.5146287503618534e-11;0.25664089723272443;0.6286914787843296;500
ctx_rh_rostralanteriorcingulate;0.23935545664731914;0.5114458184451502;0.2720903617978311;22.758729744270624;1;1.8366789748286634e-06;-0.0370600123751172;0.007169758027651666;2.354319035792244e-07;0.18211451700300602;0.5524013193593453;500
ctx_rh_rostralmiddlefrontal;0.23935545664731914;0.4359149347289991;0.19655947808167998;13.692117015794565;1;0.00021535655991933032;-0.029053681763459925;0.007316957460561725;7.165195374360216e-05;0.03574569931134643;0.4460354599095508;500
ctx_rh_superiorfrontal;0.23935545664731914;0.43453768954370986;0.19518223289639072;13.037734923676794;1;0.0003052770900077204;-0.03076461971278361;0.007809689676896987;8.17236544526201e-05;-0.027586800819931326;0.43119682578368435;500
ctx_rh_superiorparietal;0.23935545664731914;0.577104715334649;0.33774925868732986;29.63160709287581;1;5.224602889543771e-08;-0.05614302395941537;0.008863280115767454;2.3836038649705624e-10;0.16848303380909957;0.5958157403427939;500
ctx_rh_superiortemporal;0.23935545664731914;0.5182998304062626;0.27894437375894343;21.979541907554108;1;2.755722545185664e-06;-0.0632889131686107;0.011879005571264551;9.941192674393691e-08;-0.03286166691613348;0.5471809047021055;500
ctx_rh_supramarginal;0.23935545664731914;0.5430832497941349;0.30372779314681575;24.708499849801797;1;6.668940922632615e-07;-0.045250808404832435;0.007996049847998335;1.5212866351893213e-08;0.12953822381279412;0.5473278604594288;500
ctx_rh_temporalpole;0.23935545664731914;0.24872226077112558;0.009366804123806444;0.9307847985907642;1;0.33465907866342237;0.01247595948386828;0.012829224710331402;0.3308197542402497;-0.005088225136022969;0.09997010711602884;500
ctx_rh_transversetemporal;0.23935545664731914;0.5333604431688242;0.2940049865215051;22.75169030255796;1;1.843419240739857e-06;-0.06985963339754495;0.012773290273255935;4.520805381341654e-08;-0.02199196780840867;0.5588166336567906;500
