marker;r2_null;r2_full;r2_delta;lrt_stat;lrt_df;lrt_pvalue;beta_marker;beta_marker_se;beta_marker_pvalue;r2_delta_ci_low;r2_delta_ci_high;n_bootstrap
ctx_lh_middletemporal;0.23935545664731914;0.2918750046593613;0.052519548012042144;3.3307321823815528;1;0.06799659815916259;3964.5843669062515;2228.588232183273;0.07524521318441942;-0.028934341298272135;0.10880194928166609;500
ctx_lh_parahippocampal;0.23935545664731914;0.313921696252534;0.07456623960521488;6.024880937477178;1;0.014105583247068227;9953.704648096675;3953.5350731175135;0.011813326671997455;-0.0033965156488187866;0.3636942157666575;500
ctx_lh_paracentral;0.23935545664731914;0.2372152737828266;-0.0021401828644925236;0.4564255745320338;1;0.49929924082743704;-587.1687873990664;856.4383787409812;0.49296933293463296;-0.03087999001511116;0.07321191458308131;500
ctx_lh_parsopercularis;0.23935545664731914;0.273342090869293;0.03398663422197387;1.7426170590155152;1;0.18680756942984472;5720.243959004984;4246.727145753631;0.17798762756467035;-0.029165159855928168;0.1471986258290943;500
ctx_lh_parsorbitalis;0.23935545664731914;0.24613300500158772;0.006777548354268581;0.1606163798433613;1;0.6885896638681418;1752.1009542547804;4350.653444255175;0.6871532384365291;-0.034455221049308926;0.10395888728521128;500
ctx_lh_pericalcarine;0.23935545664731914;0.38509211800713733;0.1457366613598182;11.252311198607401;1;0.0007952393452648718;15767.651705198115;4448.303956794406;0.0003931444347959136;0.004804732291149793;0.38418281575349134;500
ctx_lh_parstriangularis;0.23935545664731914;0.2805686375566062;0.04121318090928708;1.8749262003181002;1;0.1709119404835679;6007.8320182802045;4292.9786115275865;0.16167646950516512;-0.03479230732149831;0.186817570911068;500
ctx_lh_postcentral;0.23935545664731914;0.2413712919493728;0.0020158353020536535;0.015074861117511773;1;0.9022815290801459;135.99622392222676;1112.3545304853717;0.9026932812282892;-0.034896514033102975;0.06132645935485281;500
ctx_lh_posteriorcingulate;0.23935545664731914;0.3643631176118276;0.12500766096450847;8.031841718589476;1;0.00459620812359027;9307.65012137427;3118.2900286221247;0.002837108324870041;0.011141878645567364;0.2955806387495618;500
ctx_lh_precentral;0.23935545664731914;0.24333280691685596;0.003977350269536828;0.054514577776387796;1;0.8153859257499027;286.4669396087136;1237.4771294894447;0.8169320448764855;-0.026255098660756683;0.06754976801145421;500
ctx_lh_rostralanteriorcingulate;0.23935545664731914;0.3020937114189126;0.06273825477159348;4.217074995653661;1;0.04001909131382271;6352.905333122146;3042.977915872382;0.036822521891879054;-0.002379760982305145;0.21857730321534818;500
ctx_lh_precuneus;0.23935545664731914;0.2648978902855581;0.025542433638238965;1.288536366306289;1;0.25631785498392556;5296.328130245046;4601.7002239506155;0.24975269365295416;-0.06308782493611123;0.22168038406283053;500
ctx_lh_rostralmiddlefrontal;0.23935545664731914;0.3195509757033024;0.08019551905598324;5.057880181608255;1;0.024514205056597207;9749.976266233762;4198.636248092608;0.020223410243887848;-0.013020186756740661;0.22827371072238173;500
ctx_lh_superiorfrontal;0.23935545664731914;0.3052955986270232;0.06594014197970408;4.556614373575712;1;0.03279183591627538;-2002.6699997204532;962.9321208075461;0.037547333239149036;-0.012438212642033451;0.15897350188451712;500
ctx_lh_superiorparietal;0.23935545664731914;0.3024495128170618;0.06309405616974265;4.240255254513272;1;0.039476231461999044;9993.606060920823;4743.935963168355;0.03515170787217388;-0.08033507687026419;0.3007232319133021;500
ctx_lh_superiortemporal;0.23935545664731914;0.29278315600293375;0.053427699355614616;2.9716495013950066;1;0.08473541378788196;7239.582286069265;4123.485954284076;0.07914055846307491;-0.03831174920418421;0.21983836702885906;500
ctx_lh_supramarginal;0.23935545664731914;0.2994706703431064;0.06011521369578729;3.0876489297240255;1;0.07888871487637344;6843.966876083661;3848.4535816642942;0.07534342720445829;-0.03826877426634254;0.26416561049588433;500
ctx_lh_temporalpole;0.23935545664731914;0.3331041481995477;0.09374869155222856;5.979285459979849;1;0.014474865421065745;1964.7276764277037;817.7843927468942;0.01628339793019472;0.005772322956008097;0.22326000960662218;500
ctx_lh_transversetemporal;0.23935545664731914;0.2796601384853645;0.040304681838045336;3.6542436120738557;1;0.055926543940191656;7614.388708930871;3918.879803940704;0.05201599645551602;-0.01105402272565654;0.19111623442516065;500
ctx_rh_bankssts;0.23935545664731914;0.2843616380151665;0.04500618136784737;3.0203028333964994;1;0.08222811001136683;6915.325308003552;3925.4018561985376;0.07812237256303221;-0.03180626202149238;0.16448992693000639;500
ctx_rh_caudalanteriorcingulate;0.23935545664731914;0.36925430336021775;0.1298988467128986;7.852980048584129;1;0.0050737006762616565;8247.307438315584;2763.8346472019575;0.002844984112561785;-0.033952946408892105;0.30229583432681567;500
ctx_rh_caudalmiddlefrontal;0.23935545664731914;0.2619150255075052;0.022559568860186036;0.8180958037679034;1;0.36573749690103463;3132.8300038366333;3397.9371482042193;0.3565390214969407;-0.04370872680242976;0.10282458569803611;500
ctx_rh_entorhinal;0.23935545664731914;0.3076012109446015;0.06824575429728238;4.324416346360806;1;0.03756929635893694;1701.7507982418213;839.4277527604937;0.042634308822560564;0.0027002560209984324;0.16098908469472273;500
ctx_rh_cuneus;0.23935545664731914;0.2795167606877075;0.04016130404038834;2.531375967081999;1;0.1116028593470644;7569.3794191959305;4684.53795959953;0.10613280706077312;-0.08163798485174147;0.24461547310937798;500
ctx_rh_frontalpole;0.23935545664731914;0.27277366267464964;0.033418206027330505;3.3998819724006353;1;0.0652010842768281;6427.73745676299;3419.460817797737;0.06014191908102055;-0.008150292739951492;0.13056957195385416;500
ctx_rh_fusiform;0.23935545664731914;0.29770116685388176;0.05834571020656262;4.233868432371139;1;0.03962502925853833;4653.796929409439;2322.8284539566584;0.04512318034336702;-0.008315282482876878;0.17286748669479612;500
ctx_rh_inferiortemporal;0.23935545664731914;0.3005203484556795;0.06116489180836035;3.637848970178368;1;0.05647986114768728;1683.196347222239;913.0018919117091;0.06524368296028583;0.00036290109064720697;0.1363125618823656;500
ctx_rh_inferiorparietal;0.23935545664731914;0.34397580494874214;0.104620348301423;8.97256640598033;1;0.002740633681746379;12919.327732284224;4159.329308522512;0.0018956720473414144;-0.013958806687463098;0.31151563792497927;500
ctx_rh_insula;0.23935545664731914;0.2815955380560277;0.04224008140870858;2.5010071833602296;1;0.11377351543089156;7272.729563825724;4522.914717554903;0.10784085901534171;-0.011545281125947299;0.1703303658447261;500
ctx_rh_isthmuscingulate;0.23935545664731914;0.3407309135676462;0.10137545692032704;7.31907468833532;1;0.006822653098426479;8993.235468007544;3217.528821151482;0.005188762125481318;0.0027663845943987565;0.31251301543187565;500
ctx_rh_lateraloccipital;0.23935545664731914;0.3192901432053182;0.07993468655799904;6.060804660293684;1;0.01382146942464802;12069.682985903259;4757.30891796101;0.011178075730275785;-0.022644931798810105;0.27213326014038347;500
ctx_rh_lateralorbitofrontal;0.23935545664731914;0.2559400536309801;0.016584596983660965;0.7846486115149105;1;0.37572318896041546;4182.961092763043;4673.22505479423;0.3707385126634779;-0.031216206170021143;0.1325177124939021;500
ctx_rh_lingual;0.23935545664731914;0.3081262917131125;0.06877083506579337;4.782320132569566;1;0.02875335562860817;10496.450191083215;4682.049083446618;0.024971089824060388;-0.030944540574699708;0.28680832403025563;500
ctx_rh_medialorbitofrontal;0.23935545664731914;0.28560011071526265;0.04624465406794351;3.255846388754833;1;0.07116918613419447;7675.884646473235;4221.482563329519;0.06901963526062656;-0.011121062474208347;0.156361045364904;500
ctx_rh_middletemporal;0.23935545664731914;0.28193856952063395;0.042583112873314816;2.562044768659348;1;0.10945692945990487;3154.6946192713485;1933.0067334067724;0.10267647503639253;-0.017006523666305777;0.11278332626520585;500
ctx_rh_paracentral;0.23935545664731914;0.24766285936565946;0.008307402718340323;1.216233059186834;1;0.2701011844765825;-879.0517173850225;789.5620357691558;0.26556204153945673;-0.017931680723160336;0.10710463392483012;500
ctx_rh_parahippocampal;0.23935545664731914;0.2407463873301753;0.001390930682856173;0.03063885093644103;1;0.8610485414586798;615.6576810563938;3521.934782049316;0.8612315494027437;-0.019302168495534483;0.08436309685574157;500
ctx_rh_parsopercularis;0.23935545664731914;0.23832138427153862;-0.0010340723757805148;0.00694952748074229;1;0.9335622510510073;-404.6809601554683;4865.557469168862;0.9337143164264239;-0.0456924660250364;0.14774872953714976;500
ctx_rh_pericalcarine;0.23935545664731914;0.4389433025961148;0.19958784594879567;16.31552064419185;1;5.3622951360293396e-05;18646.231449845032;4288.724796740612;1.3755174643005482e-05;0.04515178717022487;0.4884939747922177;500
ctx_rh_parstriangularis;0.23935545664731914;0.23632206773190217;-0.0030333889154169624;0.07748365561195669;1;0.7807368959932409;-1162.834689160551;4190.342270697971;0.7813935108534;-0.029223974343747246;0.13054521003374878;500
ctx_rh_parsorbitalis;0.23935545664731914;0.2374343466469158;-0.0019211100004033477;0.0750010622268178;1;0.7841897389804864;-966.1850473132101;3539.3296165749452;0.7848644958953512;-0.0353981451538398;0.13974131491989714;500
ctx_rh_postcentral;0.23935545664731914;0.2461423304495631;0.0067868738022439645;1.2601124241755883;1;0.2616298113004602;-1175.9346458609612;1032.5518387308077;0.2547604773637451;-0.020277924932333415;0.10431334253290298;500
ctx_rh_precuneus;0.23935545664731914;0.29796803477315315;0.05861257812583401;4.160044294189618;1;0.04138832164930009;9194.097002396635;4417.09371638033;0.03738989404311777;-0.025352564207319926;0.3322282925210453;500
ctx_rh_posteriorcingulate;0.23935545664731914;0.3201603101246557;0.08080485347733654;4.41162696803309;1;0.03569478197762751;7574.001453618737;3447.7037360248755;0.028032953226309474;-0.024192212952894997;0.1947008358657417;500
ctx_rh_precentral;0.23935545664731914;0.23413217396372554;-0.005223282683593594;0.20563937429551515;1;0.650206901129994;-792.0833532514706;1707.509222592685;0.6427320546692017;-0.043324207246332264;0.11450184497708107;500
ctx_rh_rostralanteriorcingulate;0.23935545664731914;0.28456723145367224;0.045211774806353106;2.725828541725889;1;0.0987368717583719;6000.414203879714;3570.253140927575;0.09282720189459014;-0.022756960653567145;0.20863657349634793;500
ctx_rh_superiorfrontal;0.23935545664731914;0.2502493254371689;0.010893868789849742;1.4925790104151133;1;0.2218167425944355;-1106.104902412822;903.6562794443238;0.22093986420947598;-0.015496395162922023;0.05842283610643065;500
ctx_rh_rostralmiddlefrontal;0.23935545664731914;0.27360252255629525;0.03424706590897611;1.3249936945438208;1;0.24969780129637054;4575.728447278168;3905.502331530981;0.24135337715530425;-0.04334660074103491;0.1347493888085729;500
ctx_rh_superiorparietal;0.23935545664731914;0.31474170744751495;0.07538625080019581;4.461281857533777;1;0.03467146984957704;7268.414072869985;3370.9990874480886;0.031071157979167877;-0.04931599836527644;0.28878523347345403;500
ctx_rh_superiortemporal;0.23935545664731914;0.24009691634248886;0.0007414596951697272;0.0059028951244499694;1;0.9387585454043385;372.0986194880905;4843.005470523821;0.9387570584337384;-0.030861457218002274;0.09402351768463801;500
ctx_rh_temporalpole;0.23935545664731914;0.31124568222563187;0.07189022557831273;5.354254799924149;1;0.020671766632601368;1535.19034915746;685.9832174249607;0.02522486660424551;0.0034003940883528937;0.13382496641632557;500
ctx_rh_supramarginal;0.23935545664731914;0.292251876890188;0.05289642024286886;3.082835651051994;1;0.07912246658240653;8283.628398276209;4591.973595889991;0.0712412750991453;-0.03118181227304584;0.18747105886237506;500
ctx_rh_transversetemporal;0.23935545664731914;0.24103985572667286;0.0016843990793537211;0.22288960166753213;1;0.6368469525485473;-1887.367078609015;3974.3350497805577;0.6348662570520124;-0.021149331165630468;0.06937520020118637;500
